Accession,Species,Notes,State,Cleaned to 50𝜇l,Qubit reading 1 (ng/uL),Qubit reading 2 (ng/uL),Qubit average,DNA in tube (ng),"uL for 0.5 ug DNA (if over 123 uL, use whole sample)",Amount of HPLC water to add,Normalized (Letter/# for rack for yes),Library made,Note,Old Qubit 1 ,Old Qubit 2,Collector,Collector number,Locality,County,State,Country,Latitude,Longitude,Source,GPS source,Verbatim latitude,Verbatim longitude
I145,Heuchera richardsonii,,Ontario,Yes,1.77,1.82,1.795,86.16,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Moir,4183,"At entrance to West Arm, north side. Vicinity of Sandy Lake.",,Ontario,Canada,53.07453,-93.405524,MINN,Google Earth,,
I146,Heuchera richardsonii,,Colorado,,17.5,17.1,17.3,2127.9,28.9017341,Vacuum centrifuge then add 25 uL,,,,,,Weber,11576,"Black Forest 9 mi E of Monument; north base of wooded butte (Spruce Hill) on Frank Brown place, T11N R66W, Sec 14.",El Paso,CO,,39.013048,-104.700808,MINN,Geolocate,,
I147,Heuchera americana var. americana,,Arkansas,,18.3,18.2,18.25,2244.75,27.39726027,Vacuum centrifuge then add 25 uL,,,,,,Demaree,53539,,Hot Spring,AR,,34.2956351,-92.9005742,MINN,County,"25°14'12"" N","100°18'40"" W"
I148,Heuchera lakelae,,Coahuila,Yes,--,--,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,Villarreal,3467,,,,,25.236667,-100.311111,BRIT,Specimen,,
I149,Heuchera longipetala var. longipetala,,Distrito Federal,Yes,3.47,3.39,3.43,164.64,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Ventura,2814,"San Bartolo, delegacion de A. Obregon",,Distrito Federal,Mexico,19.206066,-99.068197,BRIT,Geolocate,,
I150,Heuchera rosendahlii,,Chihuahua,Yes,2.61,2.57,2.59,124.32,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Yen,4113,Cascada de Basaseachic,Ocampo,Chihuahua,Mexico,28.087178,-108.28511,BRIT,Geolocate,,
I151,Heuchera rosendahlii,,Chihuahua,Yes,--,--,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,Spellenberg,8009,,,,,28.183333,108.208333,BRIT,Specimen,28°11' N,"108°12'30"" W"
I152,Heuchera leptomeria var. peninsularis,,Baja California,,--,--,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,Rebman,31870,,,,,30.7793,-115.348,BRIT,Specimen,,
I153,Heuchera rubescens var. versicolor,,Chihuahua,Yes,8.98,8.82,8.9,427.2,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Yen,8767,Parque Cumbres de Majalca,Chihuahua,Chihuahua,Mexico,28.803997,-106.487246,BRIT,Geolocate,,
I154,Heuchera rubescens var. versicolor,,TX,,3.09,3.09,3.09,380.07,Use whole sample,Vacuum centrifuge then add 25 uL,,,Viscous at pre PCR stage,,,O'Kennon,107076,,,,,29.252158,-103.297584,BRIT,Specimen,,
I155,Heuchera rubescens var. versicolor,,TX,Yes,1.78,1.77,1.775,85.2,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Muller,8275,"Streamway of South McKittrick Canyon, Guadalupe Mts.",Culberson,Texas,,31.9167,-104.8667,BRIT,Geolocate,,
I156,Heuchera sanguinea,,Chihuahua,Yes,6.13,5.98,6.055,290.64,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Quintana,3030,Camino Nicolas Bravo-Las Varas,Madera,Chihuahua,Mexico,29.35306,-107.9344,BRIT,Geolocate,,
I157,Heuchera alba,,PA,Yes,1.28,1.29,1.285,61.68,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Duppstadt,s.n.,,Bedford,PA,,40.0271453,-78.5237447,BRIT,County,,
I158,Heuchera americana var. americana,,TX,Yes,1.5,1.53,1.515,72.72,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Ajivsgi,7340,Photo missing,,,,31.2638905,-98.5456116,BRIT,County,,
I159,Heuchera americana var. americana,,TX,,2.51,2.48,2.495,306.885,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Corell,18785,Photo missing,,,,31.2638905,-98.5456116,BRIT,County,,
I160,Heuchera americana var. americana,,LA,Yes,3.73,3.74,3.735,179.28,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Thieret,22647,,Caddo,LA,,35.131317,-98.3797949,BRIT,County,,
I161,Heuchera americana var. americana,,NJ,Yes,1.88,1.94,1.91,91.68,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Morton,5692,,Sussex,NJ,,41.133372,-74.6930393,BRIT,County,,
I162,Heuchera americana var. americana,,CT,,23.7,23.2,23.45,2884.35,21.32196162,3.67803838,,,,,,Mehrhoff,13415,,New Haven,CT,,41.3082138,-72.9250518,BRIT,County,,
I163,Heuchera americana var. americana,,PA,Yes,1.64,1.69,1.665,79.92,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Marshall,CL-108,,Clarion,PA,,41.1818771,-79.429169,BRIT,County,,
I164,Heuchera americana var. hirsuticaulis,,LA,Yes,3.06,3.09,3.075,147.6,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Ajivsgi,6031,,De Soto,LA,,32.0195388,-93.7488946,BRIT,County,,
I165,Heuchera americana var. hirsuticaulis,,OK,Yes,2.18,2.27,2.225,106.8,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Wallis,6686,,Mayes,OK,,36.3047676,-95.2355722,BRIT,County,,
I166,Heuchera richardsonii,,KS,,30.3,29.6,29.95,3683.85,16.69449082,8.305509182,,,,,,Freeman,14763,,,,,38.795833,-94.691667,BRIT,Specimen,"38°47'45"" N","94°41'30"" W"
I167,Heuchera richardsonii,,NE,Yes,6.89,6.87,6.88,330.24,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Stephens,37874,,Sarpy,NE,,41.1193462,-96.093081,BRIT,County,,
I168,Heuchera longiflora var. longiflora,,WV,,7.55,7.58,7.565,930.495,66.09385327,Vacuum centrifuge then add 25 uL,,,,,,Vanderhorst,8142,"Tomblin Wildlife Management Area. About 2 air km SE of Monaville. UTM zone [17], 410536mE, 4184675mN. Short white flowers.",,,,37.80508,-82.016286,WVDNR,,,
I169,Heuchera villosa var. villosa,,WV,,23.2,22.7,22.95,2822.85,21.78649237,3.213507625,,,,,,Streets,5012,,,,,37.723408,-80.525908,WVDNR,,,
I170,Heuchera villosa var. villosa,,WV,,12.2,12.1,12.15,1494.45,41.15226337,Vacuum centrifuge then add 25 uL,,,,,,Vanderhorst,6495,,,,,37.893525,-81.032835,WVDNR,,,
I171,Heuchera villosa var. villosa,,WV,,11.5,11.3,11.4,1402.2,43.85964912,Vacuum centrifuge then add 25 uL,,,,,,Vanderhorst,6501,,,,,37.832962,-81.057713,WVDNR,,,
I172,Heuchera villosa var. villosa,,WV,Yes,3.92,3.89,3.905,187.44,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Vanderhorst,7645,,,,,37.420831,-80.651878,WVDNR,,,
I173,Heuchera alba,,WV,Yes,28.1,27.6,27.85,1336.8,17.95332136,7.046678636,,,,,,Vanderhorst,7485,,,,,38.927459,-79.237163,WVDNR,,,
I174,Heuchera alba,,WV,Yes,22.2,22,22.1,1060.8,22.62443439,2.375565611,,,,,,Byers,1570,,,,,39.000504,-79.081646,WVDNR,,,
I175,Heuchera alba,,WV,Yes,6.89,7.01,6.95,333.6,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Streets,3790,,,,,38.202504,-80.194893,WVDNR,,,
I176,Heuchera alba,,WV,No,4.9,5.08,4.99,613.77,100.2004008,Vacuum centrifuge then add 25 uL,,,,,,Streets,3004,,,,,38.505711,-79.209617,WVDNR,,,
I177,Heuchera alba,,WV,No,9.42,9.4,9.41,1157.43,53.13496281,Vacuum centrifuge then add 25 uL,,,,,,Streets,5990,,,,,38.365892,-79.93746,WVDNR,,,
I178,Heuchera alba,,WV,Yes,1.21,1.05,1.13,54.24,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Streets,4090,,,,,38.984892,-79.218757,WVDNR,,,
I179,Heuchera alba,,WV,Yes,11.2,10.6,10.9,523.2,45.87155963,Vacuum centrifuge then add 25 uL,,,,,,Streets,4768,,,,,38.636815,-79.394064,WVDNR,,,
I180,Heuchera alba,,WV,No,7.93,7.77,7.85,965.55,63.69426752,Vacuum centrifuge then add 25 uL,,,,,,Streets,4778,,,,,38.666659,-79.235843,WVDNR,,,
I181,Heuchera longiflora var. longiflora,,WV,No,3.99,4.35,4.17,512.91,119.9040767,Vacuum centrifuge then add 25 uL,,,,,,Streets,5984,Tomblin Wildlife Management Area. Along gas well road following ridge between Rockhouse Branch and Bubby Branch. Typical flowers.,Mingo,WV,,37.79763806,-82.1964269,WVDNR,,,
I182,Heuchera longiflora var. longiflora,,WV,No,3.24,3.6,3.42,420.66,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Streets,5987,Tomblin Wildlife Management Area. Ca. 2.9 air miles north of Myrtle along gas well access road. Short white flowers.,Mingo,WV,,37.80921876,-82.20003308,WVDNR,,,
I183,Heuchera longiflora var. longiflora,,WV,No,6.18,6.8,6.49,798.27,77.04160247,Vacuum centrifuge then add 25 uL,,,,,,Streets,5988,Tomblin Wildlife Management Area. Ca. 1.3 air miles south of Upper Whitman on slope east of Pine Gap Branch. Short white flowers.,Logan,WV,,37.77652967,-82.0569999,WVDNR,,,
I184,Heuchera villosa,,TN,Yes,2.11,1.96,2.035,97.68,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Fishbein,5093,,,,,35.804167,-85.63,MISSA,Specimen,35°48.25' N,85°37.80' W
I185,Heuchera americana var. hirsuticaulis,,MS,No,20.8,20,20.4,2509.2,24.50980392,0.4901960784,,,,,,Majure,1490,,,,,32.2281,-88.8489,MISSA,Specimen,,
I186,Heuchera americana var. americana,,MS,No,20.7,21,20.85,2564.55,23.98081535,1.019184652,,,,,,Fishbein,5339,,,,,34.612778,-88.183056,MISSA,Specimen,34°36.77' N,88°10.99' W
I187,Heuchera americana var. americana,,MS,Yes,1.16,1.16,1.16,55.68,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Quimby,s.n.,,Clay,MS,,33.6393012,-88.7957063,MISSA,County,,
I188,Heuchera americana var. hirsuticaulis,,MS,Yes,1.01,1,1.005,48.24,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Johnston,s.n.,,Winston,MS,,33.0603103,-89.0495278,MISSA,County,,
I189,Heuchera bracteata,,CO,Yes,12.3,11.8,12.05,578.4,41.49377593,Vacuum centrifuge then add 25 uL,,,,,,Fishbein,5393,,,,,41.53,-105.176667,MISSA,Specimen,40°31.8' N,105°10.6' W
I190,Heuchera parviflora var. parviflora,,WV,Yes,--,--,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,Gilbert,1056,,Wayne,WV,,38.1270685,-82.4289201,MISSA,County,,
I191,Heuchera grossulariifolia var. grossulariifolia,,ID,Yes,5.63,5.42,5.525,265.2,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Soltis,1841,,Adams,ID,,44.8677448,-116.4572399,MISSA,County,,
I192,Heuchera micrantha var. micrantha,,WA,Yes,7.13,7.33,7.23,347.04,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Ness,324,,King,WA,,47.4873376,-121.8622122,MISSA,County,,
I193,Heuchera micrantha var. diversifolia,,WA,No,13,13.2,13.1,1611.3,38.16793893,Vacuum centrifuge then add 25 uL,,,,,,Rabe,2,,King,WA,,47.4873376,-121.8622122,MISSA,County,,
I194,Heuchera rubescens var. truncata,,CA,Yes,1.72,1.62,1.67,80.16,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Cronquist,8504,,Modoc,CA,,41.5450487,-120.7435998,MISSA,County,,
I195,Heuchera cylindrica var. alpina,,WA,No,7.44,7.69,7.565,930.495,66.09385327,Vacuum centrifuge then add 25 uL,,,,,,Grable,7322,"Okanogan N Forest Rd 374 at Benson Creek northwest of Hart's Pass, T38N, R17E, S35, SE1/4 SW1/4",Whatcom,WA,,48.750866,-120.703726,MISSA,Geolocate,,
I196,Heuchera cylindrica var. alpina,,CA,Yes,1.97,1.79,1.88,90.24,Use whole sample,Vacuum centrifuge then add 25 uL,,,,,,Cronquist,8503,"North slope above Mill Creek, a little above Clear Lake, Warner Mts, 15 miles east of Likely. T40N R15E S27.",Modoc,CA,,41.273554,-120.256981,MISSA,,,
A28-5,Heuchera americana var. calycosa ,,MS,,16.1,16.3,16.2,1992.6,30.86419753,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.58071,-88.192537,,,34.6052079°,-88.1925365°
A29-8,Heuchera americana var. calycosa ,,MS,,10.7,10.5,10.6,1303.8,47.16981132,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.9294925,-88.191126,,,34.953990°,-88.191126°
A29-10,Heuchera americana var. calycosa ,,MS,,10.3,10.5,10.4,1279.2,48.07692308,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.9294925,-88.191126,,,34.953990°,-88.191126°
A30-1,Heuchera villosa var. macrorhiza ,,MS,,19.1,19.4,19.25,2367.75,25.97402597,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.930459,-88.189257,,,34.954956°,-88.189257°
A30-3,Heuchera villosa var. macrorhiza ,,MS,,15.9,14.4,15.15,1863.45,33.00330033,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.930459,-88.189257,,,34.954956°,-88.189257°
A30-4,Heuchera villosa var. macrorhiza ,,MS,,17.4,17.8,17.6,2164.8,28.40909091,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.930459,-88.189257,,,34.954956°,-88.189257°
A30-5,Heuchera villosa var. macrorhiza ,,MS,,17.6,17.7,17.65,2170.95,28.3286119,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.930459,-88.189257,,,34.954956°,-88.189257°
A30-6,Heuchera villosa var. macrorhiza ,,MS,,14.8,14.8,14.8,1820.4,33.78378378,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.930459,-88.189257,,,34.954956°,-88.189257°
A30-7,Heuchera villosa var. macrorhiza ,,MS,,15.1,15.2,15.15,1863.45,33.00330033,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.930459,-88.189257,,,34.954956°,-88.189257°
A30-8,Heuchera villosa var. macrorhiza ,,MS,,17.6,17.9,17.75,2183.25,28.16901408,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.930459,-88.189257,,,34.954956°,-88.189257°
A30-10,Heuchera villosa var. macrorhiza ,,MS,,14.9,15.2,15.05,1851.15,33.22259136,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,34.930459,-88.189257,,,34.954956°,-88.189257°
A32-2,Heuchera americana var. hirsuticaulis ,,TN,,6.78,7,6.89,847.47,72.56894049,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.380564,-88.832925,,,"35°22'50.03"" N","88°49'58.53"" W"
A32-5,Heuchera americana var. hirsuticaulis ,,TN,,4.66,4.68,4.67,574.41,107.0663812,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.380564,-88.832925,,,,
A32-6,Heuchera americana var. hirsuticaulis ,,TN,,7,7.04,7.02,863.46,71.22507123,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.380564,-88.832925,,,,
A33-2,Heuchera americana var. c.f. calycosa ,,TN,,4.03,4.06,4.045,497.535,Use whole sample,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.036792,-87.415364,,,"36° 2'12.45"" N","87°24'55.31"" W"
A34-3,Heuchera americana var. americana,,TN,,10.4,10.3,10.35,1273.05,48.30917874,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.036792,-87.328511,,,"47. 36°10'25.13"" N","87°19'42.64"" W"
A34-4,Heuchera americana var. americana,,TN,,11,10.8,10.9,1340.7,45.87155963,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.036792,-87.328511,,,,
A34-5,Heuchera americana var. americana,,TN,,13.4,13,13.2,1623.6,37.87878788,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.036792,-87.328511,,,,
A34-6,Heuchera americana var. americana,,TN,,16.6,16.6,16.6,2041.8,30.12048193,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.036792,-87.328511,,,,
A34-7,Heuchera americana var. americana,,TN,,9.25,9.23,9.24,1136.52,54.11255411,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.036792,-87.328511,,,,
A34-8,Heuchera americana var. americana,,TN,,12.3,11.9,12.1,1488.3,41.32231405,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.036792,-87.328511,,,,
A34-9,Heuchera americana var. americana,,TN,,11.8,11.6,11.7,1439.1,42.73504274,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.036792,-87.328511,,,,
A34-10,Heuchera americana var. americana,,TN,,22.3,22,22.15,2724.45,22.57336343,2.426636569,1,,,,,,,,,,,36.036792,-87.328511,,,,
A35-1,Heuchera americana var. americana,,TN,,8.74,8.57,8.655,1064.565,57.7700751,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,"36°18'42.69"" N","87°18'28.56"" W"
A35-2,Heuchera americana var. americana,,TN,,9.52,9.18,9.35,1150.05,53.47593583,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,,
A35-3,Heuchera americana var. americana,,TN,,12.9,12.7,12.8,1574.4,39.0625,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,,
A35-4,Heuchera americana var. americana,,TN,,9.35,9.02,9.185,1129.755,54.43658138,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,,
A35-5,Heuchera americana var. americana,,TN,,7.42,7.32,7.37,906.51,67.84260516,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,,
A35-6,Heuchera americana var. americana,,TN,,14.6,14.3,14.45,1777.35,34.60207612,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,,
A35-7,Heuchera americana var. americana,,TN,,5.26,5.23,5.245,645.135,95.32888465,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,,
A35-8,Heuchera americana var. americana,,TN,,9.17,8.97,9.07,1115.61,55.12679162,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,,
A35-9,Heuchera americana var. americana,,TN,,12.5,12.3,12.4,1525.2,40.32258065,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,,
A35-10,Heuchera americana var. americana,,TN,,5,4.82,4.91,603.93,101.8329939,Vacuum centrifuge then add 25 uL,1,,Flowers looked more like calycosa,,,,,,,,,36.311858,-87.307933,,,,
A36,Heuchera americana var. americana,,KY,,7.69,7.48,7.585,932.955,65.91957811,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,37.204169,-86.736069,,,"37°12'15.01"" N","86°44'9.85"" W"
A37-1,Heuchera missouriensis,,KY,,20.5,20.2,20.35,2503.05,24.57002457,0.42997543,1,,,,,,,,,,,37.204169,-86.736069,,,"37°12'15.01"" N","86°44'9.85"" W"
A37-2,Heuchera missouriensis,,KY,,23.6,23.3,23.45,2884.35,21.32196162,3.67803838,1,,,,,,,,,,,37.204169,-86.736069,,,,
A37-3,Heuchera missouriensis,,KY,,27.2,26.6,26.9,3308.7,18.58736059,6.412639405,1,,,,,,,,,,,37.204169,-86.736069,,,,
A37-4,Heuchera missouriensis,,KY,,26.4,26.2,26.3,3234.9,19.01140684,5.988593156,1,,,,,,,,,,,37.204169,-86.736069,,,,
A37-5,Heuchera missouriensis,,KY,,26.5,25.8,26.15,3216.45,19.12045889,5.879541109,1,,,,,,,,,,,37.204169,-86.736069,,,,
A37-6,Heuchera missouriensis,,KY,,34.9,32.1,33.5,4120.5,14.92537313,10.07462687,1,,(lossed) Ejected with tip into trash bucket in final clean up,,,,,,,,,37.204169,-86.736069,,,,
A37-7,Heuchera missouriensis,,KY,,24.3,23.7,24,2952,20.83333333,4.166666667,1,,fell in vaccume centrifuge,,,,,,,,,37.204169,-86.736069,,,,
A37-8,Heuchera missouriensis,,KY,,74.2,72.9,73.55,9046.65,6.798096533,18.20190347,1,,,,,,,,,,,37.204169,-86.736069,,,,
A37-9,Heuchera missouriensis,,KY,,44.3,43.4,43.85,5393.55,11.40250855,13.59749145,1,,,,,,,,,,,37.204169,-86.736069,,,,
A37-10,Heuchera missouriensis,,KY,,36.6,36.8,36.7,4514.1,13.6239782,11.3760218,1,,,,,,,,,,,37.204169,-86.736069,,,,
A38-1,Heuchera americana var. hirsuticaulis,,KY,,20.4,19.9,20.15,2478.45,24.81389578,0.1861042184,1,,,,,,,,,,,36.888572,-86.832992,,,"36°53'18.86"" N","86°49'58.77"" W"
A38-2,Heuchera americana var. hirsuticaulis,,KY,,13,12.7,12.85,1580.55,38.91050584,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.888572,-86.832992,,,,
A39-1,Heuchera americana var. hirsuticaulis,,KY,,21.7,21.4,21.55,2650.65,23.20185615,1.798143852,1,,,,,,,,,,,36.847206,-88.072117,,,"36°50'49.94"" N","88° 4'19.62"" W"
A39-2,Heuchera americana var. hirsuticaulis,,KY,,7.99,7.81,7.9,971.7,63.29113924,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.847206,-88.072117,,,,
A39-3,Heuchera americana var. hirsuticaulis,,KY,,56.1,55.1,55.6,6838.8,8.992805755,16.00719424,1,,,,,,,,,,,36.847206,-88.072117,,,,
A39-4,Heuchera americana var. hirsuticaulis,,KY,,11.9,11.5,11.7,1439.1,42.73504274,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.847206,-88.072117,,,,
A39-5,Heuchera americana var. hirsuticaulis,,KY,,11.1,10.8,10.95,1346.85,45.66210046,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.847206,-88.072117,,,,
A39-6,Heuchera americana var. hirsuticaulis,,KY,,10.5,10.2,10.35,1273.05,48.30917874,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.847206,-88.072117,,,,
A39-7,Heuchera americana var. hirsuticaulis,,KY,,23.1,22.5,22.8,2804.4,21.92982456,3.070175439,1,,,,,,,,,,,36.847206,-88.072117,,,,
A39-8,Heuchera americana var. hirsuticaulis,,KY,,14,13.7,13.85,1703.55,36.10108303,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.847206,-88.072117,,,,
A39-9,Heuchera americana var. hirsuticaulis,,KY,,14.6,14.2,14.4,1771.2,34.72222222,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.847206,-88.072117,,,,
A39-10,Heuchera americana var. hirsuticaulis,,KY,,8,7.81,7.905,972.315,63.25110689,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.847206,-88.072117,,,,
A39-11,Heuchera americana var. hirsuticaulis,,KY,,7.78,7.55,7.665,942.795,65.23157208,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.847206,-88.072117,,,,
A40,Heuchera americana var. hirsuticaulis,,IL,,25.1,24.5,24.8,3050.4,20.16129032,4.838709677,1,,,,,,,,,,,37.573553,-89.439867,,,"37°34'24.79"" N","89°26'23.52"" W"
A40-2,Heuchera americana var. hirsuticaulis,,IL,,21.2,20.8,21,2583,23.80952381,1.19047619,1,,,,,,,,,,,37.573553,-89.439867,,,,
A40-3,Heuchera americana var. hirsuticaulis,,IL,,11.3,11,11.15,1371.45,44.84304933,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,37.573553,-89.439867,,,,
A41-1,Heuchera americana var. hirsuticaulis,,MO,,16.1,15.5,15.8,1943.4,31.64556962,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.966256,-90.234139,,,"36°57'58.52"" N","90°14'2.90"" W"
A41-2,Heuchera americana var. hirsuticaulis,,MO,,19.5,18.9,19.2,2361.6,26.04166667,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.966256,-90.234139,,,,
A41-3,Heuchera americana var. hirsuticaulis,,MO,,14.1,13.7,13.9,1709.7,35.97122302,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.966256,-90.234139,,,,
A45-2,Heuchera americana var. hirsuticaulis,,AR,,18,17.6,17.8,2189.4,28.08988764,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.065467,-94.13855,,,,
A45-3,Heuchera americana var. hirsuticaulis,,AR,,17.2,16.8,17,2091,29.41176471,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.065467,-94.13855,,,,
A45-4,Heuchera americana var. hirsuticaulis,,AR,,21.7,21.3,21.5,2644.5,23.25581395,1.744186047,1,,,,,,,,,,,36.065467,-94.13855,,,,
A45-8,Heuchera americana var. hirsuticaulis,,AR,,18.3,17.9,18.1,2226.3,27.62430939,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.065467,-94.13855,,,,
A45-9,Heuchera americana var. hirsuticaulis,,AR,,33.8,32.9,33.35,4102.05,14.99250375,10.00749625,1,,,,,,,,,,,36.065467,-94.13855,,,,
A45-10,Heuchera americana var. hirsuticaulis,,AR,,18.5,17.9,18.2,2238.6,27.47252747,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,36.065467,-94.13855,,,,
A46-7,Heuchera americana var. hirsuticaulis,,AR,,19.3,18.6,18.95,2330.85,26.38522427,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.994786,-94.132508,,,,
A47-2,Heuchera americana var. hirsuticaulis,,AR,,17,16.5,16.75,2060.25,29.85074627,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.996722,-94.129067,,,,
A47-5,Heuchera americana var. hirsuticaulis,,AR,,11.7,11.5,11.6,1426.8,43.10344828,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.996722,-94.129067,,,,
A48,Heuchera americana var. hirsuticaulis,,AR,,26.8,26,26.4,3247.2,18.93939394,6.060606061,1,,,,,,,,,,,35.304633,-93.165575,,,"35°18'16.68"" N","93° 9'56.07"" W"
A49-1,Heuchera americana var. hirsuticaulis,,AR,,17.2,16.7,16.95,2084.85,29.49852507,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,"35° 4'27.42"" N","92°32'16.82"" W"
A49-2,Heuchera americana var. hirsuticaulis,,AR,,17.5,16.9,17.2,2115.6,29.06976744,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,,
A49-4,Heuchera americana var. hirsuticaulis,,AR,,15.7,15.1,15.4,1894.2,32.46753247,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,,
A49-5,Heuchera americana var. hirsuticaulis,,AR,,18.4,17.6,18,2214,27.77777778,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,,
A49-6,Heuchera americana var. hirsuticaulis,,AR,,12.1,11.7,11.9,1463.7,42.01680672,Vacuum centrifuge then add 25 uL,1,,,,,,,,,,,35.074283,-92.538006,,,,
A49-7,Heuchera americana var. hirsuticaulis,,AR,,34.1,33.4,33.75,4151.25,14.81481481,10.18518519,1,,,,,,,,,,,35.074283,-92.538006,,,,
